"","analysis_type","label_group_var_value_1","label_group_var_value_2"
"1","prop_select_one","Rural","Overall"
"2","prop_select_one","Rural","Boys"
"3","prop_select_one","Urban","Overall"
"4","prop_select_one","Urban","Boys"
